order_id,date,region,category,product,units,unit_price,discount,revenue
646965,2024-04-11,west ,home & kitchen,Cricket Bat ,3,30.98,0.28,66.9168
773171,2024-09-05,EAST,home & kitchen,Vacuum Cleaner,21,37.73,0.4,475.3979999999999
320299,2024-09-03,north,SPORTS,Rice,3,,0.55,66.5415
869494,2024-03-31,north, Beauty,Cricket Bat ,1,79.03,-0.03,79.03
789141,2024-03-02,EAST,SPORTS,Rice,15,58.66,0.5,439.95
857761,2024-12-19,west ,Groceries ,Rice,19,59.52,0.58,474.96960000000007
348466,2024-05-20,South ,CLOTHING,Smartphone ,14,50.16,0.27,512.6351999999999
826296,2024-11-28,west ,CLOTHING,Smartphone ,11,37.99,0.38,259.09180000000003
454716,2024-04-16,west ,CLOTHING,Rice,17,49.66,0.36,540.3008
681643,2024-04-27,north,CLOTHING,Smartphone ,-2,68.07,0.54,0.0
943048,2024-05-27,South ,Groceries ,Smartphone ,-1,46.61,0.0,0.0
870892,2024-08-10,west ,SPORTS,Rice,12,,0.5,295.74
662490,2024-08-08,EAST,Groceries ,Rice,16,36.49,0.35,379.49600000000004
613558,2024-04-18,South ,home & kitchen,Vacuum Cleaner,21,23.63,0.05,471.41849999999994
639316,2024-08-16,west ,home & kitchen, T-Shirt,14,53.0,0.51,363.58
708629,2024-01-21,west ,SPORTS,laptop,23,56.6,0.41,768.0620000000001
338055,2024-04-09,EAST,SPORTS,Smartphone ,6,66.79,0.18,328.6068
349315,2024-01-05,South , Beauty,laptop,15,20.27,0.48,158.10600000000002
305189,2024-06-19,north, Beauty,Smartphone ,12,26.4,0.34,209.08799999999994
817944,2024-07-15,EAST,home & kitchen,Vacuum Cleaner,21,41.85,-0.01,878.85
810323,2024-01-28,north,electronics, T-Shirt,-2,54.82,0.32,0.0
808474,2024-09-11,north,electronics,Smartphone ,17,30.71,-0.05,522.07
714744,2024-01-27,west ,electronics,Vacuum Cleaner,24,48.26,0.01,1146.6576
447349,2024-03-05,South ,electronics,Smartphone ,1,0.55,0.27,0.4015
917457,2024-02-20,west ,home & kitchen,Cricket Bat ,3,50.41,0.15,128.54549999999998
923832,2024-07-15,South , Beauty,Smartphone ,4,56.49,0.23,173.9892
246687,2024-09-15,EAST,Groceries ,Cricket Bat ,21,15.5,0.53,152.98499999999999
538897,2024-02-15,EAST,electronics, T-Shirt,17,73.75,0.18,1028.075
833613,2024-12-31,South ,CLOTHING,laptop,-1,38.6,0.48,0.0
411623,2024-01-12,west ,Groceries ,Vacuum Cleaner,22,64.88,0.51,699.4064
998037,2024-12-03,EAST,Groceries ,laptop,8,30.81,0.17,204.5784
516762,2024-07-02,EAST,electronics,Cricket Bat ,13,44.22,0.24,436.8936
333083,2024-09-29,EAST,CLOTHING,Rice,15,54.44,0.42,473.628
245402,2024-01-21,north,electronics,Smartphone ,17,67.46,0.6,458.728
981919,2024-08-29,west , Beauty,Smartphone ,14,37.02,0.18,424.9896000000001
592787,2024-10-19,EAST,electronics,Rice,24,29.85,0.25,537.3000000000001
423023,2024-01-14,South ,electronics,Vacuum Cleaner,-2,44.13,0.32,0.0
731638,2024-09-25,west ,SPORTS,Cricket Bat ,23,12.39,0.1,256.473
548678,2024-05-13,South ,Groceries , T-Shirt,10,60.82,0.27,443.98600000000005
133235,2024-10-28,north,CLOTHING,Smartphone ,7,41.27,0.2,231.11200000000005
151703,2024-05-02,South ,home & kitchen,Rice,15,28.61,0.37,270.36449999999996
924458,2024-06-22,South ,SPORTS,Cricket Bat ,6,46.71,0.46,151.34040000000002
755128,2024-05-26,South , Beauty,Rice,20,16.23,0.23,249.94200000000004
951450,2024-07-23,EAST,Groceries ,Vacuum Cleaner,1,50.98,0.24,38.7448
419853,2024-05-16,north, Beauty,Vacuum Cleaner,9,41.42,0.01,369.0522
611805,2024-02-26,South , Beauty,Cricket Bat ,18,48.06,0.58,363.33360000000005
705092,2024-01-29,EAST,home & kitchen,Smartphone ,21,,0.2,828.072
930174,2024-06-26,EAST,electronics,Rice,10,56.38,0.47,298.8140000000001
671027,2024-06-19,west ,electronics, T-Shirt,24,43.12,0.4,620.9279999999999
355749,2024-02-08,west ,electronics,Rice,19,34.65,0.29,467.4285
506784,2024-12-20,north,home & kitchen, T-Shirt,2,59.03,0.23,90.9062
332021,2024-02-23,EAST,CLOTHING,Cricket Bat ,11,75.32,0.08,762.2384000000001
490575,2024-07-03,South , Beauty,Smartphone ,3,30.72,0.45,50.688
830329,2024-11-05,South , Beauty,Cricket Bat ,3,49.29,0.14,127.1682
435021,2024-04-20,north,Groceries , T-Shirt,3,92.61,0.35,180.5895
662985,2024-07-01,EAST,electronics,laptop,22,64.11,-0.02,1410.42
370580,2024-11-14,north, Beauty,Rice,20,49.01,0.51,480.29799999999994
357891,2024-10-16,west ,SPORTS, T-Shirt,14,78.79,0.25,827.2950000000001
885538,2024-01-13,north, Beauty,Cricket Bat ,7,,-0.01,345.03
191217,2024-04-06,west ,SPORTS,Smartphone ,22,,0.09,986.7857999999999
300348,2024-04-19,north,CLOTHING,Rice,17,41.26,0.39,427.8662
440283,2024-10-12,EAST,home & kitchen,Cricket Bat ,-2,55.64,0.35,0.0
795624,2024-11-17,EAST,CLOTHING, T-Shirt,18,43.92,0.06,743.1264
299309,2024-07-17,South ,home & kitchen, T-Shirt,24,32.99,0.19,641.3256
570831,2024-02-03,north, Beauty,Cricket Bat ,2,63.49,-0.02,126.98
314405,2024-01-26,west , Beauty, T-Shirt,22,,0.11,965.0981999999999
136155,2024-06-30,west ,home & kitchen, T-Shirt,15,54.94,0.18,675.762
806073,2024-03-06,EAST,SPORTS, T-Shirt,2,64.63,0.17,107.28579999999998
263697,2024-02-13,EAST, Beauty,Rice,8,24.03,0.28,138.4128
300129,2024-01-21,west ,Groceries ,Smartphone ,18,36.9,0.16,557.9279999999999
423216,2024-04-04,north,home & kitchen,laptop,12,20.14,0.32,164.3424
617146,2024-04-12,South ,electronics, T-Shirt,14,58.0,0.19,657.72
162919,2024-12-10,north, Beauty,Cricket Bat ,-2,60.97,0.25,0.0
949467,2024-05-08,west ,home & kitchen, T-Shirt,14,49.09,0.08,632.2792000000001
482964,2024-10-25,north,home & kitchen,Smartphone ,13,,0.48,333.2004
853050,2024-01-10,north,SPORTS,Cricket Bat ,13,77.53,0.43,574.4973000000001
592853,2024-01-02,west ,SPORTS,Smartphone ,1,24.52,0.32,16.673599999999997
844612,2024-07-29,north,home & kitchen, T-Shirt,20,,0.07,916.7939999999999
142979,2024-11-05,north,home & kitchen,laptop,11,,0.12,477.12719999999996
572854,2024-03-03,west ,home & kitchen,Cricket Bat ,0,67.13,0.2,0.0
844417,2024-03-01,EAST,electronics, T-Shirt,4,74.51,0.31,205.6476
261475,2024-03-21,north,CLOTHING,Cricket Bat ,13,22.55,0.5,146.57500000000002
217817,2024-01-06,west ,Groceries ,Rice,14,13.0,0.56,80.07999999999998
589841,2024-04-27,north,SPORTS,Rice,9,80.1,0.29,511.83899999999994
800195,2024-03-06,South ,Groceries ,Smartphone ,2,41.73,0.24,63.42959999999999
567732,2024-09-28,west ,Groceries , T-Shirt,21,32.09,0.47,357.16170000000005
589904,2024-07-11,EAST, Beauty, T-Shirt,20,41.91,0.01,829.8179999999999
297796,2024-04-22,west ,Groceries , T-Shirt,3,46.69,0.58,58.8294
510603,2024-10-26,north,Groceries ,Smartphone ,15,60.98,0.28,658.584
108964,2024-07-15,north, Beauty,Smartphone ,2,,0.02,96.6084
936699,2024-08-26,EAST,CLOTHING,Cricket Bat ,3,,0.08,136.0404
794150,2024-04-03,north, Beauty,Cricket Bat ,11,63.28,0.29,494.2168
495757,2024-05-01,EAST,home & kitchen,Vacuum Cleaner,13,66.2,0.25,645.45
573789,2024-08-08,EAST,electronics, T-Shirt,11,74.34,0.09,744.1434
904344,2024-11-25,west ,home & kitchen, T-Shirt,12,3.24,0.05,36.936
422899,2024-11-21,EAST,home & kitchen,Vacuum Cleaner,24,23.46,0.19,456.0624
109643,2024-08-26,west ,SPORTS,Vacuum Cleaner,2,34.13,0.51,33.4474
231587,2024-03-28,EAST, Beauty,Smartphone ,5,48.25,0.56,106.14999999999999
714169,2024-08-05,west ,SPORTS,Vacuum Cleaner,-2,51.28,0.07,0.0
178352,2024-12-06,South ,SPORTS,Smartphone ,8,47.17,0.43,215.09520000000003
488893,2024-05-17,South ,Groceries , T-Shirt,6,44.58,0.2,213.98400000000004
644905,2024-11-27,South ,electronics,laptop,24,50.89,0.32,830.5248
662354,2024-07-18,EAST,CLOTHING,Cricket Bat ,8,54.41,0.18,356.9296
829584,2024-09-21,north,SPORTS,Cricket Bat ,5,62.3,0.38,193.13
898146,2024-08-04,north,CLOTHING,Rice,6,56.19,0.09,306.7974
209010,2024-06-23,South , Beauty,laptop,-1,36.25,0.16,0.0
604265,2024-07-11,west , Beauty,Cricket Bat ,15,69.2,0.31,716.2199999999999
660618,2024-02-09,South , Beauty,laptop,4,,0.22,153.7848
649276,2024-03-03,EAST,CLOTHING,Rice,12,28.0,-0.01,336.0
966215,2024-08-29,South ,Groceries ,Smartphone ,5,59.59,0.36,190.68800000000005
323512,2024-10-15,west ,CLOTHING,Vacuum Cleaner,13,71.47,0.16,780.4524
927894,2024-03-03,South ,Groceries ,laptop,8,41.5,0.56,146.07999999999998
891999,2024-08-13,South ,Groceries ,laptop,8,56.74,0.41,267.81280000000004
967185,2024-03-22,west , Beauty,Cricket Bat ,1,76.89,0.28,55.3608
935383,2024-03-19,north,CLOTHING, T-Shirt,22,38.24,0.47,445.87840000000006
591064,2024-12-15,west ,SPORTS,Cricket Bat ,1,57.42,0.01,56.845800000000004
513800,2024-03-26,South , Beauty,Rice,-1,26.46,0.24,0.0
322569,2024-04-07,west ,SPORTS, T-Shirt,14,61.41,0.12,756.5712
472187,2024-12-30,EAST,Groceries ,Vacuum Cleaner,17,33.1,0.49,286.97700000000003
399055,2024-02-08,EAST, Beauty,Vacuum Cleaner,18,,0.02,869.4756
269676,2024-12-01,west ,SPORTS, T-Shirt,5,52.47,0.04,251.85600000000002
927843,2024-07-06,west ,CLOTHING,laptop,22,31.38,0.14,593.7096
298788,2024-07-13,west ,Groceries ,Rice,6,80.56,-0.02,483.36
556535,2024-09-19,west ,home & kitchen,Smartphone ,5,89.23,0.01,441.68850000000003
842653,2024-09-10,South ,electronics,Cricket Bat ,21,28.07,0.07,548.2071
921617,2024-01-19,west ,electronics,Rice,14,30.93,0.02,424.3596
533965,2024-06-18,north,SPORTS,Rice,23,43.8,0.49,513.774
975386,2024-11-05,west ,home & kitchen,Vacuum Cleaner,17,62.67,-0.0,1065.39
609366,2024-12-31,EAST,Groceries ,laptop,5,13.44,0.56,29.567999999999998
426888,2024-12-20,west ,CLOTHING,Rice,22,55.88,-0.04,1229.3600000000001
827519,2024-10-24,north,Groceries ,Vacuum Cleaner,5,12.49,0.29,44.3395
847551,2024-08-05,EAST,home & kitchen,Cricket Bat ,6,41.73,0.49,127.6938
334497,2024-07-30,South ,home & kitchen,Vacuum Cleaner,20,40.46,0.41,477.4280000000001
610128,2024-01-20,north,home & kitchen, T-Shirt,4,37.97,0.45,83.534
404848,2024-04-05,South ,home & kitchen, T-Shirt,3,14.39,-0.01,43.17
759047,2024-07-17,EAST,CLOTHING,Vacuum Cleaner,14,52.75,0.01,731.115
424622,2024-12-28,South ,electronics,Vacuum Cleaner,17,36.94,0.24,477.26480000000004
983447,2024-07-03,EAST,electronics,Vacuum Cleaner,15,,0.38,458.397
800505,2024-05-13,west ,SPORTS,Vacuum Cleaner,3,78.58,-0.02,235.74
585094,2024-10-13,EAST,Groceries ,Cricket Bat ,7,33.9,0.35,154.245
519117,2024-03-30,EAST,electronics,Rice,16,48.27,0.17,641.0256
679166,2024-11-09,EAST,electronics,Vacuum Cleaner,12,50.21,0.51,295.2348
873054,2024-07-06,EAST,home & kitchen,Vacuum Cleaner,16,61.98,-0.04,991.68
728719,2024-09-10,EAST,home & kitchen,Smartphone ,4,,0.43,112.3812
923090,2024-10-18,South ,home & kitchen,Cricket Bat ,14,80.96,0.54,521.3823999999998
659624,2024-11-03,EAST,SPORTS,Vacuum Cleaner,7,44.21,0.16,259.95480000000003
990982,2024-05-13,north,home & kitchen,Rice,-2,36.31,0.13,0.0
668166,2024-09-04,EAST,CLOTHING,Rice,11,20.84,0.42,132.9592
673973,2024-08-08,north, Beauty, T-Shirt,22,70.6,0.48,807.664
852386,2024-07-06,north,home & kitchen,Rice,1,32.05,0.55,14.422499999999998
103006,2024-08-30,EAST,electronics,Vacuum Cleaner,14,60.83,0.42,493.93960000000004
644549,2024-05-26,west ,electronics,Rice,17,60.83,0.54,475.6905999999999
492454,2024-01-26,EAST,home & kitchen,laptop,0,53.18,0.07,0.0
273919,2024-04-13,EAST,CLOTHING,Cricket Bat ,20,47.63,0.45,523.9300000000001
897151,2024-03-10,west ,SPORTS,laptop,1,67.0,0.51,32.83
579848,2024-05-29,South ,Groceries ,Cricket Bat ,1,54.93,0.21,43.3947
848717,2024-07-23,north,SPORTS,laptop,7,33.16,0.48,120.7024
612174,2024-03-26,South ,home & kitchen,Smartphone ,21,85.08,0.43,1018.4076000000001
404965,2024-11-18,South ,home & kitchen,laptop,11,85.15,0.29,665.0215000000001
381270,2024-12-17,north, Beauty,laptop,23,68.62,0.23,1215.2602000000002
734619,2024-10-15,west ,SPORTS,Smartphone ,20,37.66,-0.0,753.1999999999999
613896,2024-03-21,north,CLOTHING,Cricket Bat ,21,88.39,0.52,890.9712
884083,2024-02-21,EAST, Beauty,Smartphone ,18,34.79,0.27,457.1406
949979,2024-03-09,west ,Groceries , T-Shirt,1,51.09,0.02,50.068200000000004
805632,2024-03-06,north, Beauty, T-Shirt,17,32.6,0.35,360.23
798696,2024-06-22,South ,electronics,Cricket Bat ,12,21.41,0.36,164.42880000000002
659731,2024-05-15,South ,Groceries ,Vacuum Cleaner,5,79.41,0.02,389.1089999999999
183226,2024-07-18,EAST,CLOTHING,Vacuum Cleaner,1,35.51,0.48,18.4652
119987,2024-10-10,South ,SPORTS,Vacuum Cleaner,4,41.66,0.54,76.65439999999998
759433,2024-12-19,north,CLOTHING, T-Shirt,22,35.58,0.01,774.9324
569936,2024-09-18,north,CLOTHING,Rice,9,50.3,0.44,253.51200000000003
759089,2024-10-01,South ,electronics, T-Shirt,18,62.93,0.01,1121.4126
809308,2024-06-29,South ,electronics,Rice,18,58.05,0.34,689.6339999999998
891723,2024-07-09,South ,electronics,laptop,14,51.72,0.43,412.7256
690920,2024-12-16,EAST,SPORTS,Rice,8,50.77,0.03,393.97520000000003
242526,2024-12-30,South ,CLOTHING,Vacuum Cleaner,12,85.96,-0.04,1031.52
835504,2024-11-22,north,SPORTS,Cricket Bat ,23,23.49,0.2,432.216
730085,2024-07-14,west , Beauty, T-Shirt,11,83.44,0.35,596.596
558357,2024-01-21,north,SPORTS,Rice,21,63.45,0.16,1119.258
592772,2024-09-29,north,Groceries , T-Shirt,7,49.31,0.04,331.3632
812092,2024-11-04,west , Beauty,Cricket Bat ,19,54.96,0.58,438.58080000000007
501320,2024-09-20,EAST, Beauty,Rice,8,40.71,0.39,198.6648
173135,2024-08-12,South ,CLOTHING, T-Shirt,8,58.36,0.07,434.1984
374844,2024-12-16,EAST,Groceries ,laptop,14,,0.01,683.1593999999999
402972,2024-01-11,South ,home & kitchen,Cricket Bat ,5,31.31,0.03,151.85349999999997
766912,2024-08-22,north,CLOTHING, T-Shirt,12,47.58,0.53,268.3512
945965,2024-11-06,west , Beauty,Vacuum Cleaner,9,49.71,0.23,344.4903
659526,2024-07-26,north,electronics, T-Shirt,18,74.85,0.24,1023.948
433265,2024-06-17,west ,electronics,Vacuum Cleaner,21,32.72,0.39,419.1432
290858,2024-12-23,north,SPORTS,Vacuum Cleaner,14,90.2,0.14,1086.008
161279,2024-05-29,South ,electronics, T-Shirt,21,38.59,0.46,437.6106000000001
199983,2024-09-27,north,home & kitchen,Rice,12,44.99,0.23,415.7076
939374,2024-01-29,west ,SPORTS,laptop,13,41.17,0.37,337.1823
842363,2024-01-04,EAST,CLOTHING,Rice,22,15.24,0.36,214.57920000000001
919323,2024-12-02,west ,CLOTHING, T-Shirt,24,44.18,0.16,890.6687999999999
916429,2024-04-26,west ,home & kitchen,Vacuum Cleaner,14,39.63,0.16,466.0488
660081,2024-06-11,west ,CLOTHING, T-Shirt,24,48.07,0.36,738.3552000000001
371271,2024-09-26,west ,SPORTS,Cricket Bat ,2,19.85,0.07,36.921
627535,2024-03-20,west ,electronics,Vacuum Cleaner,2,40.73,0.21,64.3534
405327,2024-01-16,South ,electronics, T-Shirt,22,66.59,0.5,732.49
550763,2024-06-09,South ,Groceries ,Vacuum Cleaner,12,46.15,0.54,254.74799999999996
862081,2024-05-11,west ,electronics,Rice,1,26.78,0.37,16.8714
905048,2024-02-27,north,electronics,Cricket Bat ,12,74.1,0.17,738.036
119145,2024-11-11,EAST,Groceries ,laptop,12,25.76,0.28,222.5664
136536,2024-06-15,EAST,electronics,Vacuum Cleaner,17,30.87,0.52,251.89919999999998
854636,2024-01-31,north,SPORTS,laptop,7,51.72,0.41,213.6036
921672,2024-10-01,north,home & kitchen, T-Shirt,16,46.25,0.06,695.5999999999999
858161,2024-04-10,EAST,SPORTS,laptop,7,38.89,0.27,198.7279
852646,2024-02-09,South ,Groceries ,Rice,8,41.3,0.25,247.79999999999998
222794,2024-11-04,west ,electronics,Vacuum Cleaner,21,81.77,0.06,1614.1397999999997
781688,2024-06-25,north,home & kitchen,laptop,23,29.45,0.46,365.76900000000006
182454,2024-08-03,South ,Groceries ,Vacuum Cleaner,16,77.82,0.24,946.2911999999999
235062,2024-03-06,South ,Groceries , T-Shirt,19,56.78,0.3,755.1739999999999
146840,2024-06-18,west ,electronics, T-Shirt,22,73.47,0.15,1373.889
863323,2024-01-16,west ,Groceries ,laptop,22,74.95,0.46,890.4060000000001
360134,2024-07-02,west ,Groceries , T-Shirt,1,46.76,-0.03,46.76
650523,2024-07-07,South , Beauty,Rice,16,73.68,0.18,966.6816000000001
200952,2024-11-30,north,CLOTHING, T-Shirt,15,67.85,0.36,651.3599999999999
984800,2024-12-22,EAST,electronics,Vacuum Cleaner,16,72.04,0.39,703.1104
457826,2024-08-13,west , Beauty,Rice,4,64.82,0.41,152.9752
976942,2024-08-29,west , Beauty,Vacuum Cleaner,10,59.74,0.17,495.842
731832,2024-09-18,South ,SPORTS,Rice,5,53.96,0.26,199.65200000000002
894407,2024-07-29,South ,SPORTS,Cricket Bat ,23,17.63,0.42,235.1842
471893,2024-07-11,South , Beauty,Cricket Bat ,1,58.23,0.56,25.621199999999995
587636,2024-02-26,north,Groceries ,Rice,2,56.83,0.57,48.8738
112501,2024-04-10,South ,electronics,Cricket Bat ,17,100.13,0.07,1583.0553
532482,2024-01-14,EAST,CLOTHING,Vacuum Cleaner,19,65.55,0.25,934.0875000000001
779727,2024-04-15,west ,CLOTHING,Smartphone ,4,74.5,0.14,256.28
666191,2024-08-22,west ,SPORTS,laptop,-1,63.44,0.02,0.0
750177,2024-12-01,west , Beauty,laptop,-1,65.26,0.07,0.0
699022,2024-03-06,west ,home & kitchen,Smartphone ,0,-1.39,0.36,-0.0
427585,2024-05-12,north, Beauty,Smartphone ,1,85.58,0.06,80.4452
274514,2024-02-27,South ,CLOTHING,Rice,11,7.4,0.18,66.748
926825,2024-04-09,west ,CLOTHING,Rice,24,37.17,0.23,686.9016
527580,2024-06-29,EAST,CLOTHING,Cricket Bat ,4,76.32,0.08,280.8576
769162,2024-01-31,north, Beauty,Cricket Bat ,15,63.17,0.21,748.5645000000001
206070,2024-11-13,EAST,electronics,Cricket Bat ,14,24.78,0.6,138.768
524789,2024-08-23,EAST,SPORTS,Cricket Bat ,1,34.97,0.02,34.2706
975428,2024-04-06,west , Beauty,laptop,20,58.26,0.0,1165.2
327270,2024-03-07,north, Beauty,Smartphone ,10,69.12,0.17,573.696
677162,2024-02-11,South ,Groceries ,Rice,16,41.14,0.34,434.43839999999994
653476,2024-03-03,EAST,electronics, T-Shirt,19,53.32,0.01,1002.9492
171983,2024-06-18,EAST,SPORTS,Smartphone ,21,45.96,0.41,569.4444000000001
400010,2024-11-17,South , Beauty,Cricket Bat ,18,39.49,0.16,597.0888
310302,2024-01-05,west ,SPORTS, T-Shirt,14,39.31,0.27,401.7482
855776,2024-12-29,west ,home & kitchen, T-Shirt,1,49.39,0.23,38.030300000000004
138516,2024-03-07,west ,CLOTHING,laptop,13,51.28,0.03,646.6408
566863,2024-10-27,west ,Groceries ,Vacuum Cleaner,18,74.69,0.22,1048.6476
284221,2024-04-23,South ,SPORTS,Rice,-1,14.69,0.57,0.0
653567,2024-12-19,EAST,SPORTS,Rice,8,70.21,0.17,466.1943999999999
760055,2024-05-19,South ,Groceries , T-Shirt,-1,40.86,0.44,0.0
668423,2024-04-12,South ,SPORTS,Cricket Bat ,7,26.46,0.3,129.654
369869,2024-12-01,north,Groceries ,Smartphone ,6,64.54,0.32,263.3232
889130,2024-04-09,west , Beauty,Vacuum Cleaner,9,36.53,0.57,141.3711
160817,2024-07-04,west , Beauty,Smartphone ,3,50.8,0.43,86.868
110370,2024-07-26,west ,CLOTHING,Rice,8,,0.48,205.0464
644589,2024-10-13,north,home & kitchen,Smartphone ,22,17.62,0.5,193.82000000000002
523007,2024-01-14,South ,home & kitchen,Rice,5,55.51,0.35,180.40750000000003
954614,2024-04-15,north,CLOTHING,Vacuum Cleaner,21,83.63,-0.04,1756.23
653900,2024-03-29,EAST,electronics, T-Shirt,-1,73.4,0.3,0.0
640110,2024-12-28,South ,CLOTHING,Smartphone ,12,72.52,-0.0,870.24
502049,2024-06-29,north,SPORTS,Smartphone ,14,35.63,0.32,339.1976
442798,2024-05-05,EAST, Beauty,Rice,3,72.4,0.42,125.97600000000003
524082,2024-08-02,EAST,SPORTS,Vacuum Cleaner,11,62.88,0.29,491.0928
862410,2024-04-09,north, Beauty,Vacuum Cleaner,19,,0.42,543.1758000000001
416186,2024-10-10,EAST,electronics,Vacuum Cleaner,-2,108.54,0.59,0.0
347359,2024-07-09,South ,SPORTS,Vacuum Cleaner,5,68.84,0.45,189.31000000000003
139962,2024-08-05,west ,electronics, T-Shirt,21,22.84,0.54,220.63439999999997
356567,2024-09-11,west ,SPORTS,Vacuum Cleaner,0,40.24,0.51,0.0
840798,2024-03-12,South , Beauty, T-Shirt,20,25.18,0.13,438.132
220138,2024-12-18,north, Beauty,Smartphone ,1,18.55,0.11,16.5095
252321,2024-07-31,South ,CLOTHING,laptop,10,67.3,0.18,551.86
362623,2024-08-12,EAST,electronics,Rice,22,65.99,0.37,914.6214
348896,2024-07-01,EAST,SPORTS, T-Shirt,19,,0.53,440.1597
651455,2024-05-03,west ,Groceries ,laptop,16,49.45,0.23,609.224
715618,2024-01-15,EAST,electronics, T-Shirt,1,60.01,0.52,28.804799999999997
701638,2024-07-06,EAST,Groceries ,Rice,-2,80.83,0.2,0.0
654681,2024-01-09,north,home & kitchen,laptop,7,52.95,0.39,226.09650000000002
380148,2024-10-02,west ,CLOTHING,Vacuum Cleaner,-2,63.21,0.14,0.0
325525,2024-01-26,north,SPORTS,Vacuum Cleaner,3,88.85,0.41,157.2645
910348,2024-03-15,EAST,SPORTS,Cricket Bat ,5,,0.14,211.94699999999997
203211,2024-09-26,north,electronics, T-Shirt,12,32.03,0.52,184.4928
793280,2024-02-09,South , Beauty,Rice,4,38.65,0.32,105.12799999999999
239172,2024-06-01,EAST, Beauty,Rice,21,47.19,0.07,921.6206999999999
533000,2024-02-06,north,SPORTS,Cricket Bat ,7,67.6,0.6,189.27999999999997
973132,2024-09-17,north,electronics,laptop,7,73.37,0.5,256.795
713399,2024-06-04,South ,SPORTS,laptop,0,36.25,0.4,0.0
325145,2024-01-11,EAST,CLOTHING, T-Shirt,-1,33.77,0.48,0.0
601024,2024-11-18,west ,SPORTS,Cricket Bat ,18,33.71,0.39,370.13579999999996
751846,2024-10-14,north,SPORTS,Cricket Bat ,20,52.06,0.34,687.1919999999999
336046,2024-12-02,EAST,CLOTHING,laptop,22,25.9,0.19,461.538
261428,2024-08-13,west ,SPORTS,Rice,-2,81.41,0.49,0.0
143943,2024-04-21,EAST, Beauty,Rice,20,43.67,0.29,620.114
198872,2024-11-25,EAST,SPORTS,laptop,5,,0.55,110.90249999999999
956470,2024-07-08,EAST,Groceries ,Vacuum Cleaner,20,81.55,0.22,1272.18
742539,2024-11-18,South ,electronics,Rice,19,70.11,0.51,652.7240999999999
411799,2024-05-29,north,home & kitchen,Cricket Bat ,4,44.13,0.42,102.38160000000002
207031,2024-08-28,north, Beauty,laptop,-2,38.62,0.33,0.0
626965,2024-10-27,north,SPORTS,Vacuum Cleaner,-2,59.51,0.29,0.0
910310,2024-05-15,north,SPORTS,Vacuum Cleaner,18,82.55,-0.0,1485.8999999999999
385569,2024-05-03,north,Groceries ,Cricket Bat ,-2,38.02,0.08,0.0
756827,2024-03-26,EAST,SPORTS, T-Shirt,18,,0.53,416.9934
125452,2024-02-02,South ,SPORTS,laptop,-1,48.93,0.11,0.0
787012,2024-08-06,EAST,Groceries ,Rice,22,56.58,0.5,622.38
247289,2024-03-14,South , Beauty,laptop,4,70.52,0.54,129.75679999999997
547405,2024-08-29,west ,home & kitchen, T-Shirt,2,78.54,0.59,64.40280000000001
349300,2024-02-11,EAST,SPORTS,Vacuum Cleaner,14,56.47,0.2,632.4639999999999
875989,2024-06-04,EAST,Groceries ,Cricket Bat ,14,20.53,0.17,238.5586
684423,2024-11-07,west ,electronics,Smartphone ,20,60.63,0.2,970.0800000000002
